smiles,canonical_smiles,valid,unique,novel
CCc1cccc(NC(=O)CN(C)C(=O)c2cc3ccccc3[nH]2)c1,CCc1cccc(NC(=O)CN(C)C(=O)c2cc3ccccc3[nH]2)c1,True,True,True
CCOC(=O)C1=C(C)NC(SC)=NC1c1cc(Br)ccc1OC(C)=O,CCOC(=O)C1=C(C)NC(SC)=NC1c1cc(Br)ccc1OC(C)=O,True,True,True
COC1(C)OCC2COC(OC3=CC(=O)C(OCC(O)CCl)=CC3=O)C(OC3OC(CO)C(O)C(O)C3O)C2O1,COC1(C)OCC2COC(OC3=CC(=O)C(OCC(O)CCl)=CC3=O)C(OC3OC(CO)C(O)C(O)C3O)C2O1,True,True,True
CC(=O)OC(CC(=O)Nc1ccc(NC(C)=O)cc1)c1ccc(Cl)cc1,CC(=O)Nc1ccc(NC(=O)CC(OC(C)=O)c2ccc(Cl)cc2)cc1,True,True,True
CNCCCOc1ccc(C)cc1C(C)C,CNCCCOc1ccc(C)cc1C(C)C,True,True,True
O=C1CN(C(=O)Cc2ccc(N3C(=O)CCC3=O)cc2)C(c2ccccc2O)c2cc(Cl)ccc2N1,O=C1CN(C(=O)Cc2ccc(N3C(=O)CCC3=O)cc2)C(c2ccccc2O)c2cc(Cl)ccc2N1,True,True,True
O=C1NCc2cccnc2N1c1cc(C2CC2)[nH]n1,O=C1NCc2cccnc2N1c1cc(C2CC2)[nH]n1,True,True,True
O=C(c1cccc2ccccc12)n1nnc2ccccc21,O=C(c1cccc2ccccc12)n1nnc2ccccc21,True,True,True
Nc1nc(C2CCCN2C(=O)CCN2CCC(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cs1,Nc1nc(C2CCCN2C(=O)CCN2CCC(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cs1,True,True,True
COc1cccc(C2=CC(=O)CC(C)(C)C2=O)c1OC,COc1cccc(C2=CC(=O)CC(C)(C)C2=O)c1OC,True,True,True
COc1ccc(C(=O)N2CC(=O)Nc3ccc(F)cc3C2c2ccccc2)cc1,COc1ccc(C(=O)N2CC(=O)Nc3ccc(F)cc3C2c2ccccc2)cc1,True,True,False
CC1CNC1c1cccc(C=O)c1,CC1CNC1c1cccc(C=O)c1,True,True,True
CC(=O)c1ccc(N2CCN(CCCOc3ccc4[nH]c5ccccc5c4c3)CC2)cc1,CC(=O)c1ccc(N2CCN(CCCOc3ccc4[nH]c5ccccc5c4c3)CC2)cc1,True,True,True
COc1ccc(NC(=O)C(C)n2c(=O)n(Cc3ccco3)c(=O)c3sccc32)cc1OC,COc1ccc(NC(=O)C(C)n2c(=O)n(Cc3ccco3)c(=O)c3sccc32)cc1OC,True,True,True
O=c1c2c(O)cc(O)cc2oc2cc(O)ccc12,O=c1c2ccc(O)cc2oc2cc(O)cc(O)c12,True,True,False
COc1ccc(NC(=O)c2ccc(C)cc2)cc1,COc1ccc(NC(=O)c2ccc(C)cc2)cc1,True,True,False
Cc1cccc(N2C(=NC(=O)CC3CCCCC3)SC3CS(=O)(=O)CC32)c1,Cc1cccc(N2C(=NC(=O)CC3CCCCC3)SC3CS(=O)(=O)CC32)c1,True,True,True
COc1cccc(C2(CNC(=O)c3cc(-c4ccccc4)sc3C)CCCC2)c1,COc1cccc(C2(CNC(=O)c3cc(-c4ccccc4)sc3C)CCCC2)c1,True,True,True
Cc1oc(-c2c(F)cccc2F)nc1CN1CCC2(CC1)OCCO2,Cc1oc(-c2c(F)cccc2F)nc1CN1CCC2(CC1)OCCO2,True,True,True
Cn1c(CCCC(=O)c2nn(C)c(COc3ccccc3)c2I)nc2ccccc21,Cn1nc(C(=O)CCCc2nc3ccccc3n2C)c(I)c1COc1ccccc1,True,True,True
O=c1oc2ccccc2c(O)c1C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,O=c1oc2ccccc2c(O)c1C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,True,True,True
N=C(N)c1ccc(N2CCN(C(=O)NCC3OCCC3c3ccccc3)CC2)cc1,N=C(N)c1ccc(N2CCN(C(=O)NCC3OCCC3c3ccccc3)CC2)cc1,True,True,True
C=CCn1c(NCc2ccco2)nc2c1c(=O)[nH]c(=O)n2C,C=CCn1c(NCc2ccco2)nc2c1c(=O)[nH]c(=O)n2C,True,True,True
CSc1[nH]nc(N)c1-c1ccc(F)cc1,CSc1[nH]nc(N)c1-c1ccc(F)cc1,True,True,True
C=CCn1nc(C(=O)OCC(=O)Nc2ccc3c(c2)OCCO3)c2ccccc2c1=O,C=CCn1nc(C(=O)OCC(=O)Nc2ccc3c(c2)OCCO3)c2ccccc2c1=O,True,True,True
CN(C)c1ccc(-c2ccc(NC(=O)c3ccccc3)cc2)cc1,CN(C)c1ccc(-c2ccc(NC(=O)c3ccccc3)cc2)cc1,True,True,True
N=C(N)c1ccc(NCC#Cc2cccc(C(=N)N)c2)cc1,N=C(N)c1ccc(NCC#Cc2cccc(C(=N)N)c2)cc1,True,True,True
CC(CCC(=O)O)(NC(=O)CNC(=O)N1CCOCC1)C(=O)NCC(=O)O,CC(CCC(=O)O)(NC(=O)CNC(=O)N1CCOCC1)C(=O)NCC(=O)O,True,True,True
O=C(Cc1ccccc1)N1CCC(Cn2ncc3c2nc(NCCc2ccccn2)n2ncnc32)CC1,O=C(Cc1ccccc1)N1CCC(Cn2ncc3c2nc(NCCc2ccccn2)n2ncnc32)CC1,True,True,True
COC(=O)CCCCCNC(=O)c1ccc(N=NN(CCO)CCO)cc1,COC(=O)CCCCCNC(=O)c1ccc(N=NN(CCO)CCO)cc1,True,True,True
CCOC(=O)c1cc(NS(=O)(=O)c2cnn(CC)c2)cn1Cc1cc(F)ccc1F,CCOC(=O)c1cc(NS(=O)(=O)c2cnn(CC)c2)cn1Cc1cc(F)ccc1F,True,True,True
COc1ccc(C(=O)c2c(Cl)nc(C(=O)O)n2C)c(OC)c1OC,COc1ccc(C(=O)c2c(Cl)nc(C(=O)O)n2C)c(OC)c1OC,True,True,True
COc1cc(C2SCC(=O)N2c2ccc(OC)cc2)cc(OC)c1OC,COc1ccc(N2C(=O)CSC2c2cc(OC)c(OC)c(OC)c2)cc1,True,True,True
O=C(c1ccccc1)N(CC(O)COc1ccc2c(c1)OCO2)CC1(Cc2ccc(F)cc2)CCC1,O=C(c1ccccc1)N(CC(O)COc1ccc2c(c1)OCO2)CC1(Cc2ccc(F)cc2)CCC1,True,True,True
CCCCC(O)CC(=O)CCl,CCCCC(O)CC(=O)CCl,True,True,True
O=C(NN=Cc1ccc(O)cc1)c1ccc(O)cc1,O=C(NN=Cc1ccc(O)cc1)c1ccc(O)cc1,True,True,False
CCS(=O)(=O)c1cncc(OCC2CCN2C)c1,CCS(=O)(=O)c1cncc(OCC2CCN2C)c1,True,True,True
CC1=CC2=NC(=O)C(=Cc3ccc(C)cc3)N2O1,CC1=CC2=NC(=O)C(=Cc3ccc(C)cc3)N2O1,True,True,True
COCC(=O)NCC(=O)Nc1cccc(-c2nc3cccnc3s2)c1,COCC(=O)NCC(=O)Nc1cccc(-c2nc3cccnc3s2)c1,True,True,True
CN1CCc2cnc3ncn(-c4ccccc4)c3c2C1,CN1CCc2cnc3ncn(-c4ccccc4)c3c2C1,True,True,True
CSC(=NNc1nc2ccccc2nc1Cl)Nn1c(C)nc2ccccc2c1=O,CSC(=NNc1nc2ccccc2nc1Cl)Nn1c(C)nc2ccccc2c1=O,True,True,True
CC(C)C(NC(=O)Cn1c(-c2ccc3cc(OC(F)(F)F)ccc3c2)ccc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,CC(C)C(NC(=O)Cn1c(-c2ccc3cc(OC(F)(F)F)ccc3c2)ccc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,True,True,True
CNc1c(C#N)c(N)c(C#N)c(-c2ccccc2)c1C#N,CNc1c(C#N)c(N)c(C#N)c(-c2ccccc2)c1C#N,True,True,True
CCOC(=O)C(Sc1ccc(C(F)(F)F)cc1)c1ccccc1,CCOC(=O)C(Sc1ccc(C(F)(F)F)cc1)c1ccccc1,True,True,True
COc1ccc(F)c(C2C3=C(COC3=O)Nc3snc(C)c32)c1,COc1ccc(F)c(C2C3=C(COC3=O)Nc3snc(C)c32)c1,True,True,True
CN1CCC(Nc2cccc3cc(Cl)ccc23)C1,CN1CCC(Nc2cccc3cc(Cl)ccc23)C1,True,True,True
O=C1c2ccccc2-c2[nH]c3ccccc3c21,O=C1c2ccccc2-c2[nH]c3ccccc3c21,True,True,False
CCOc1ccc(NC(=O)Cn2nnc(-c3ccccc3NC(=O)C(C)C)n2)cc1,CCOc1ccc(NC(=O)Cn2nnc(-c3ccccc3NC(=O)C(C)C)n2)cc1,True,True,True
O=C(NCCNCc1ccco1)c1ccc(OCC(F)(F)F)nc1,O=C(NCCNCc1ccco1)c1ccc(OCC(F)(F)F)nc1,True,True,True
CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(C)C)CP(=O)(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(C)C)CP(=O)(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,True,True,True
CCOC(=O)c1c(N=Cc2ccc(O)cc2)sc(C)c1C,CCOC(=O)c1c(N=Cc2ccc(O)cc2)sc(C)c1C,True,True,True
CC1=C(Cl)CCN(CCCn2nc(C)c([N+](=O)[O-])c2C)C1,CC1=C(Cl)CCN(CCCn2nc(C)c([N+](=O)[O-])c2C)C1,True,True,True
Cc1ccc(-n2nc3c(=O)n(CC(=O)NCC4CCCO4)nc(C)c3c2C)cc1,Cc1ccc(-n2nc3c(=O)n(CC(=O)NCC4CCCO4)nc(C)c3c2C)cc1,True,True,True
COc1ccc(CNS(=O)(=O)c2ccc3[nH]cc(SO)c3c2)cc1OC,COc1ccc(CNS(=O)(=O)c2ccc3[nH]cc(SO)c3c2)cc1OC,True,True,True
CC(=O)c1ccc(Oc2c(Cl)cnn(Cc3ccccc3F)c2=O)cc1,CC(=O)c1ccc(Oc2c(Cl)cnn(Cc3ccccc3F)c2=O)cc1,True,True,True
Cc1nn(CC(N)=O)c(C)c1C(=S)NCC1CCCN1C,Cc1nn(CC(N)=O)c(C)c1C(=S)NCC1CCCN1C,True,True,True
O=C(COC(=O)CC12CC3CC(CC(O)(C3)C1)C2)NCc1ccc(Br)cc1,O=C(COC(=O)CC12CC3CC(CC(O)(C3)C1)C2)NCc1ccc(Br)cc1,True,True,True
O=c1[nH]nc(-c2ccc(OCCCNCc3ccccc3)cc2)c2cccn12,O=c1[nH]nc(-c2ccc(OCCCNCc3ccccc3)cc2)c2cccn12,True,True,True
COc1cc2c(cc1OC)SC1=NCCCN1C2,COc1cc2c(cc1OC)SC1=NCCCN1C2,True,True,True
Cn1c(CC(=O)Nc2ccc(F)cc2)cc(=O)n(C)c1=O,Cn1c(CC(=O)Nc2ccc(F)cc2)cc(=O)n(C)c1=O,True,True,True
COc1cc(C(=O)OCc2ccc3nc(O)ccc3c2)cc(OC)c1OC,COc1cc(C(=O)OCc2ccc3nc(O)ccc3c2)cc(OC)c1OC,True,True,True
NCc1ccc(CNC(=O)C2CCCN2C(=O)CC(N)Cc2cc(F)c(F)c(F)c2F)cc1,NCc1ccc(CNC(=O)C2CCCN2C(=O)CC(N)Cc2cc(F)c(F)c(F)c2F)cc1,True,True,True
CCc1ccc(C(=O)N2CCC(c3ccc4nc(-c5ccc(S(=O)(=O)NC)cc5)[nH]c4c3)CC2)cc1,CCc1ccc(C(=O)N2CCC(c3ccc4nc(-c5ccc(S(=O)(=O)NC)cc5)[nH]c4c3)CC2)cc1,True,True,True
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc(O)cc1,O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc(O)cc1,True,True,True
COc1ccc(NC(=O)CNC(=O)COc2cccc3c(Cl)c[nH]c23)cc1,COc1ccc(NC(=O)CNC(=O)COc2cccc3c(Cl)c[nH]c23)cc1,True,True,True
CCOc1ccc(OCC(=O)NCCc2c[nH]c3ccccc23)cc1,CCOc1ccc(OCC(=O)NCCc2c[nH]c3ccccc23)cc1,True,True,True
COc1cccc(C2C(=O)NC(CC(C)C)C(=O)Nc3ccccc32)c1OC,COc1cccc(C2C(=O)NC(CC(C)C)C(=O)Nc3ccccc32)c1OC,True,True,True
CCCc1c(O)c(OC)c(O)c(C(=O)C=Cc2ccccc2)c1O,CCCc1c(O)c(OC)c(O)c(C(=O)C=Cc2ccccc2)c1O,True,True,True
O=C1CC(=O)N(Nc2nc(C3CCCCC3)nc3ccccc23)C(=O)C1c1ccc(Br)cc1,O=C1CC(=O)N(Nc2nc(C3CCCCC3)nc3ccccc23)C(=O)C1c1ccc(Br)cc1,True,True,True
CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4ccccc4C(F)(F)F)nc31)C(O)C2O,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4ccccc4C(F)(F)F)nc31)C(O)C2O,True,True,True
C=CCOc1ccc(C(=O)N(Cc2ccco2)C2CCS(=O)(=O)C2)cc1OC,C=CCOc1ccc(C(=O)N(Cc2ccco2)C2CCS(=O)(=O)C2)cc1OC,True,True,True
O=C1CC(C(=O)CS(=O)(=O)c2ccc(Cl)cc2)N1,O=C1CC(C(=O)CS(=O)(=O)c2ccc(Cl)cc2)N1,True,True,True
CC(C=CCOc1ccccc1-c1ccccc1)=CC(=O)NC(C)(C)C,CC(C=CCOc1ccccc1-c1ccccc1)=CC(=O)NC(C)(C)C,True,True,True
CC(C)CCN1C(c2ccccc2)CC(=O)C(C(CC(C)C)NC(=O)c2cccs2)C1c1cccc(O)c1,CC(C)CCN1C(c2ccccc2)CC(=O)C(C(CC(C)C)NC(=O)c2cccs2)C1c1cccc(O)c1,True,True,True
Cc1c(O)ccc(C(=O)NC2CCC(O)CC2)c1O,Cc1c(O)ccc(C(=O)NC2CCC(O)CC2)c1O,True,True,True
Cn1ccc2c(-c3ccc(C#N)cc3)cc(CN)cc21,Cn1ccc2c(-c3ccc(C#N)cc3)cc(CN)cc21,True,True,True
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)c3ccc(O)c(CCc4cccc(F)c4)c3n2)cc1,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)c3ccc(O)c(CCc4cccc(F)c4)c3n2)cc1,True,True,True
CC#CCn1c(N2CCCC(N)C2)nc2c(F)c(C(=O)NCc3ccc(OC)c(F)c3)nc(C#N)c21,CC#CCn1c(N2CCCC(N)C2)nc2c(F)c(C(=O)NCc3ccc(OC)c(F)c3)nc(C#N)c21,True,True,True
CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1,True,True,False
CC(C)(C)c1cc2nc(N3CCNCC3)c(N3CCC(CNC(=O)c4ccc(-c5ccc(O)cc5)cc4)CC3)nc2cc1F,CC(C)(C)c1cc2nc(N3CCNCC3)c(N3CCC(CNC(=O)c4ccc(-c5ccc(O)cc5)cc4)CC3)nc2cc1F,True,True,True
Cc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,Cc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,True,True,True
Cc1ccc(CNc2nc(-c3ccncc3)nc3ccccc23)cc1,Cc1ccc(CNc2nc(-c3ccncc3)nc3ccccc23)cc1,True,True,True
